Lot_ID,Mine,Lot_station,Station_ID,Station_site,Station_waypoint,Station_latitude,Station_longitude,Station_waterbody,Site_province,Site_region,Site_locality,Site_narrative_loc,Site_name,Site_category,Site_waterbody,Site_comments,Metal,Resource,Number of Families,Families,Number of Beings,Beings
MIRL24-L1-SED-R3,HBMS Flin Flon Metallurgical Complex,MIRL24-L1-SED-R3,MIRL24-L1-SED-R3,MIRL,MIRL24-L1-SED-R3,54.99013037,-102.7684286,Mirond Lake,Saskatchewan,Division No. 18,Mirond Lake,Mirond Lake,Mirond Lake,Biomonitoring,Mirond Lake,2024 Fish Monitoring Program,N/A,N/A,N/A,N/A,N/A,N/A
MIRL24-L1-SED-R4,HBMS Flin Flon Metallurgical Complex,MIRL24-L1-SED-R4,MIRL24-L1-SED-R4,MIRL,MIRL24-L1-SED-R4,54.9901448,-102.7687248,Mirond Lake,Saskatchewan,Division No. 18,Mirond Lake,Mirond Lake,Mirond Lake,Biomonitoring,Mirond Lake,2024 Fish Monitoring Program,N/A,N/A,N/A,N/A,N/A,N/A
MIRL24-L1-SED-R5,HBMS Flin Flon Metallurgical Complex,MIRL24-L1-SED-R5,MIRL24-L1-SED-R5,MIRL,MIRL24-L1-SED-R5,54.9901762,-102.7679883,Mirond Lake,Saskatchewan,Division No. 18,Mirond Lake,Mirond Lake,Mirond Lake,Biomonitoring,Mirond Lake,2024 Fish Monitoring Program,N/A,N/A,N/A,N/A,N/A,N/A
ROSL24-L1-SED-R1,HBMS Flin Flon Metallurgical Complex,ROSL24-L1-SED-R1,ROSL24-L1-SED-R1,ROSL,ROSL24-L1-SED-R1,54.77640017,-101.8641026,Ross Lake,Manitoba,Northern Manitoba,Ross Lake,Ross Lake,Ross Lake,Historic,Ross Lake,MB Provincial data from historic records,"Zinc, Copper, Iron, Gold",https://www.mindat.org/feature-6127923.html,1,['Chironomidae'],1,N/A
ROSL24-L1-SED-R2,HBMS Flin Flon Metallurgical Complex,ROSL24-L1-SED-R2,ROSL24-L1-SED-R2,ROSL,ROSL24-L1-SED-R2,54.77672484,-101.8633012,Ross Lake,Manitoba,Northern Manitoba,Ross Lake,Ross Lake,Ross Lake,Historic,Ross Lake,MB Provincial data from historic records,"Zinc, Copper, Iron, Gold",https://www.mindat.org/feature-6127923.html,1,['Chironomidae'],1,N/A
ROSL24-L1-SED-R3,HBMS Flin Flon Metallurgical Complex,ROSL24-L1-SED-R3,ROSL24-L1-SED-R3,ROSL,ROSL24-L1-SED-R3,54.77663788,-101.8627974,Ross Lake,Manitoba,Northern Manitoba,Ross Lake,Ross Lake,Ross Lake,Historic,Ross Lake,MB Provincial data from historic records,"Zinc, Copper, Iron, Gold",https://www.mindat.org/feature-6127923.html,1,['Chironomidae'],1,N/A
ROSL24-L1-SED-R4,HBMS Flin Flon Metallurgical Complex,ROSL24-L1-SED-R4,ROSL24-L1-SED-R4,ROSL,ROSL24-L1-SED-R4,54.77656436,-101.8613458,Ross Lake,Manitoba,Northern Manitoba,Ross Lake,Ross Lake,Ross Lake,Historic,Ross Lake,MB Provincial data from historic records,"Zinc, Copper, Iron, Gold",https://www.mindat.org/feature-6127923.html,1,['Chironomidae'],1,N/A
ROSL24-L1-SED-R5,HBMS Flin Flon Metallurgical Complex,ROSL24-L1-SED-R5,ROSL24-L1-SED-R5,ROSL,ROSL24-L1-SED-R5,54.77716657,-101.859833,Ross Lake,Manitoba,Northern Manitoba,Ross Lake,Ross Lake,Ross Lake,Historic,Ross Lake,MB Provincial data from historic records,"Zinc, Copper, Iron, Gold",https://www.mindat.org/feature-6127923.html,1,['Chironomidae'],1,N/A
SLIA24-SED-R1,HBMS Flin Flon Metallurgical Complex,SLIA24-SED-R1,SLIA24-SED-R1,SLIA,SLIA-SED-R1,54.68424511,-101.7783736,Schist Lake Inlet Arm,Manitoba,Northern Manitoba,Schist Lake Inlet Arm,Schist Lake Inlet Arm,Schist Lake,Historic,"Schist Lake, Inlet Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,5,"['Sialidae', 'Naididae', 'Chironomidae',' Chaoboridae']",2,"['Limnodrilus claparedianus', 'Chaoborus flavicans']"
SLIA24-SED-R2,HBMS Flin Flon Metallurgical Complex,SLIA24-SED-R2,SLIA24-SED-R2,SLIA,SLIA-SED-R2,54.68400483,-101.7778761,Schist Lake Inlet Arm,Manitoba,Northern Manitoba,Schist Lake Inlet Arm,Schist Lake Inlet Arm,Schist Lake,Historic,"Schist Lake, Inlet Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,5,"['Sialidae', 'Naididae', 'Chironomidae',' Chaoboridae']",2,"['Limnodrilus claparedianus', 'Chaoborus flavicans']"
SLIA24-SED-R3,HBMS Flin Flon Metallurgical Complex,SLIA24-SED-R3,SLIA24-SED-R3,SLIA,SLIA-SED-R3,54.68474153,-101.7775075,Schist Lake Inlet Arm,Manitoba,Northern Manitoba,Schist Lake Inlet Arm,Schist Lake Inlet Arm,Schist Lake,Historic,"Schist Lake, Inlet Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,5,"['Sialidae', 'Naididae', 'Chironomidae',' Chaoboridae']",2,"['Limnodrilus claparedianus', 'Chaoborus flavicans']"
SLMB24-L1-SED-4M,HBMS Flin Flon Metallurgical Complex,SLMB24-L1-SED-4M,SLMB24-L1-SED-4M,SLMB,SLMB24-L1-SED-4M,54.65972751,-101.8152675,Schist Lake Main Basin,Manitoba,Northern Manitoba,"Schist Lake, Main Basin","Schist Lake, Main Basin",Schist Lake,Biomonitoring,"Schist Lake, Main Basin",,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,5,"['Sialidae', 'Naididae', 'Chironomidae',' Chaoboridae']",2,"['Limnodrilus claparedianus', 'Chaoborus flavicans']"
SLMB24-L1-SED-8M,HBMS Flin Flon Metallurgical Complex,SLMB24-L1-SED-8M,SLMB24-L1-SED-8M,SLMB,SLMB24-L1-SED-8M,54.66099243,-101.8122998,Schist Lake Main Basin,Manitoba,Northern Manitoba,"Schist Lake, Main Basin","Schist Lake, Main Basin",Schist Lake,Biomonitoring,"Schist Lake, Main Basin",,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,5,"['Sialidae', 'Naididae', 'Chironomidae',' Chaoboridae']",2,"['Limnodrilus claparedianus', 'Chaoborus flavicans']"
SLMB24-L1-SED-15M,HBMS Flin Flon Metallurgical Complex,SLMB24-L1-SED-15M,SLMB24-L1-SED-15M,SLMB,SLMB24-L1-SED-15M,54.66279872,-101.8092453,Schist Lake Main Basin,Manitoba,Northern Manitoba,"Schist Lake, Main Basin","Schist Lake, Main Basin",Schist Lake,Biomonitoring,"Schist Lake, Main Basin",,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,5,"['Sialidae', 'Naididae', 'Chironomidae',' Chaoboridae']",2,"['Limnodrilus claparedianus', 'Chaoborus flavicans']"
SLNW24-L2-SED-4M,HBMS Flin Flon Metallurgical Complex,SLNW24-L2-SED-4M,SLNW24-L2-SED-4M,SLNW,SLNW24-L2-SED-4M,54.73179016,-101.833175,Schist Lake Northwest Arm,Manitoba,Northern Manitoba,Schist Lake West Arm,Schist Lake West Arm,Schist Lake,Historic,"Schist Lake, West Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,0,N/A,0,N/A
SLNW24-L2-SED-8M,HBMS Flin Flon Metallurgical Complex,SLNW24-L2-SED-8M,SLNW24-L2-SED-8M,SLNW,SLNW24-L2-SED-8M,54.73204838,-101.8317482,Schist Lake Northwest Arm,Manitoba,Northern Manitoba,Schist Lake West Arm,Schist Lake West Arm,Schist Lake,Historic,"Schist Lake, West Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,0,N/A,0,N/A
SLNW24-L2-SED-12M,HBMS Flin Flon Metallurgical Complex,SLNW24-L2-SED-12M,SLNW24-L2-SED-12M,SLNW,SLNW24-L2-SED-12M,54.72490817,-101.8291375,Schist Lake Northwest Arm,Manitoba,Northern Manitoba,Schist Lake West Arm,Schist Lake West Arm,Schist Lake,Historic,"Schist Lake, West Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,0,N/A,0,N/A
ROSL24-L2-SED-2M,HBMS Flin Flon Metallurgical Complex,ROSL24-L2-SED-2M,ROSL24-L2-SED-2M,ROSL,ROSL24-L2-SED-2M,54.77194066,-101.8652491,Ross Lake,Manitoba,Northern Manitoba,Ross Lake,Ross Lake,Ross Lake,Historic,Ross Lake,MB Provincial data from historic records,"Zinc, Copper, Iron, Gold",https://www.mindat.org/feature-6127923.html,1,['Chironomidae'],1,N/A
ROSL24-L3-SED-2M,HBMS Flin Flon Metallurgical Complex,ROSL24-L3-SED-2M,ROSL24-L3-SED-2M,ROSL,ROSL24-L3-SED-2M,54.77316587,-101.8556471,Ross Lake,Manitoba,Northern Manitoba,Ross Lake,Ross Lake,Ross Lake,Historic,Ross Lake,MB Provincial data from historic records,"Zinc, Copper, Iron, Gold",https://www.mindat.org/feature-6127923.html,1,['Chironomidae'],1,N/A
ROSL24-L4-SED-5M,HBMS Flin Flon Metallurgical Complex,ROSL24-L4-SED-5M,ROSL24-L4-SED-5M,ROSL,ROSL24-L4-SED-5M,54.77255662,-101.8597408,Ross Lake,Manitoba,Northern Manitoba,Ross Lake,Ross Lake,Ross Lake,Historic,Ross Lake,MB Provincial data from historic records,"Zinc, Copper, Iron, Gold",https://www.mindat.org/feature-6127923.html,1,['Chironomidae'],1,N/A
MIRL24-L1-SED-15M,HBMS Flin Flon Metallurgical Complex,MIRL24-L1-SED-15M,MIRL24-L1-SED-15M,MIRL,MIRL-L1-SED-15M,54.9732699,-101.9882613,Mirond Lake,Saskatchewan,Division No. 18,Mirond Lake,Mirond Lake,Mirond Lake,Biomonitoring,Mirond Lake,2024 Fish Monitoring Program,N/A,N/A,N/A,N/A,N/A,N/A
CRCK24-L1-SED,HBMS Flin Flon Metallurgical Complex,CRCK24-L1-SED,CRCK24-L1-SED,CRCK,CRCK24-L1-SED,54.79553721,-101.9034549,Creighton Creek,Manitoba,Northern Manitoba,Creighton Creek,Creighton Creek,Creighton Creek,Baseline,Creighton Creek,Creighton Creek - 2024 program,"Zinc, Copper, Iron, Gold",https://www.mindat.org/feature-5932164.html,1,['Chironomidae'],1,N/A
FFC24-US-TLM-SED,,FFC-US-TLM-SED,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A
TBCK24-L1-SED-2M,HBMS Flin Flon Metallurgical Complex,TBCK24-L1-SED-2M,TBCK24-L1-SED-2M,TBCK,TBCK-L1-SED-2M,54.73484429,-102.951902,Tulabi Creek,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A
ROSC24-L1-SED-2M,HBMS Flin Flon Metallurgical Complex,ROSC24-L1-SED-2M,ROSC24-L1-SED-2M,ROSC,ROSC-L1-SED-2M,54.75440992,-101.8396986,Ross Creek,Manitoba,Northern Manitoba,"Ross Creek, Flin Flon","Ross Creek, Flin Flon",Ross Creek,Exposure,Effluent from Hudbay mine site,,"Zinc, Copper, Iron, Gold",https://www.mindat.org/feature-6127923.html,1,['Chironomidae'],1,N/A
AMISK24-L1-SED-2M,HBMS Flin Flon Metallurgical Complex,AMISK24-L1-SED-2M,AMISK24-L1-SED-2M,AMISK,AMISK-L1-SED-2M,54.43236903,-102.2147586,Amisk Lake,,,,,,,,,"Zinc, Copper, Silver, Gold",https://www.ssrmining.com/operations/exploration/amisk/,0,N/A,0,N/A
AMISK24-L1-SED-15M,HBMS Flin Flon Metallurgical Complex,AMISK24-L1-SED-15M,AMISK24-L1-SED-15M,AMISK,AMISK-L1-SED-15M,54.49652069,-102.2485468,Amisk Lake,,,,,,,,,"Zinc, Copper, Silver, Gold",https://www.ssrmining.com/operations/exploration/amisk/,0,N/A,0,N/A
SLNE24-SED-R1,HBMS Flin Flon Metallurgical Complex,SLNE24-SED-R1,SLNE24-SED-R1,SLNE,SLNE-SED-R1,54.7020084,-101.7151952,Schist Lake Northeast Arm,Manitoba,Northern Manitoba,Schist Lake Nw Arm,Schist Lake Nw Arm,Schist Lake,Historic,"Schist Lake, Northwest Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,0,N/A,0,N/A
SLNE24-SED-R2,HBMS Flin Flon Metallurgical Complex,SLNE24-SED-R2,SLNE24-SED-R2,SLNE,SLNE-SED-R2,54.702983,-101.7138321,Schist Lake Northeast Arm,Manitoba,Northern Manitoba,Schist Lake Nw Arm,Schist Lake Nw Arm,Schist Lake,Historic,"Schist Lake, Northwest Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,0,N/A,0,N/A
SLNE24-SED-R3,HBMS Flin Flon Metallurgical Complex,SLNE24-SED-R3,SLNE24-SED-R3,SLNE,SLNE-SED-R3,54.70468026,-101.7103127,Schist Lake Northeast Arm,Manitoba,Northern Manitoba,Schist Lake Nw Arm,Schist Lake Nw Arm,Schist Lake,Historic,"Schist Lake, Northwest Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,0,N/A,0,N/A
SLWA24-SED-R1,HBMS Flin Flon Metallurgical Complex,SLWA24-SED-R1,SLWA24-SED-R1,SLWA,SLWA-SED-R1,54.65914203,-101.850554,Schist Lake West Arm,Manitoba,Northern Manitoba,"Schist Lake, West Arm","Schist Lake, West Arm",Schist Lake,Biomonitoring,"Schist Lake, West Arm",,Closed,N/A,N/A,N/A,N/A,N/A
SLWA24-SED-R2,HBMS Flin Flon Metallurgical Complex,SLWA24-SED-R2,SLWA24-SED-R2,SLWA,SLWA-SED-R2,54.65900094,-101.8496757,Schist Lake West Arm,Manitoba,Northern Manitoba,"Schist Lake, West Arm","Schist Lake, West Arm",Schist Lake,Biomonitoring,"Schist Lake, West Arm",,Closed,N/A,N/A,N/A,N/A,N/A
SLWA24-SED-R3,HBMS Flin Flon Metallurgical Complex,SLWA24-SED-R3,SLWA24-SED-R3,SLWA,SLWA-SED-R3,54.66015944,-101.8455385,Schist Lake West Arm,Manitoba,Northern Manitoba,"Schist Lake, West Arm","Schist Lake, West Arm",Schist Lake,Biomonitoring,"Schist Lake, West Arm",,Closed,N/A,N/A,N/A,N/A,N/A
GOSE24-SED03,HBMS Flin Flon Metallurgical Complex,GOSE24-SED03,GOSE24-SED03,GOSE,GOSE24-SED03,54.4328539,-101.4471628,Goose Lake,Manitoba,Northern Manitoba,Goose Lake,Goose Lake,Goose Lake,Biomonitoring,Goose Lake,2024 Fish Monitoring Program,N/A,N/A,N/A,N/A,N/A,N/A
GOSE24-SED02,HBMS Flin Flon Metallurgical Complex,GOSE24-SED02,GOSE24-SED02,GOSE,GOSE24-SED02,54.43497327,-101.4525787,Goose Lake,Manitoba,Northern Manitoba,Goose Lake,Goose Lake,Goose Lake,Biomonitoring,Goose Lake,2024 Fish Monitoring Program,N/A,N/A,N/A,N/A,N/A,N/A
GOSE24-SED01,HBMS Flin Flon Metallurgical Complex,GOSE24-SED01,GOSE24-SED01,GOSE,GOSE24-SED01,54.43691698,-101.4595423,Goose Lake,Manitoba,Northern Manitoba,Goose Lake,Goose Lake,Goose Lake,Biomonitoring,Goose Lake,2024 Fish Monitoring Program,N/A,N/A,N/A,N/A,N/A,N/A
NAMW24-SED03,HBMS Flin Flon Metallurgical Complex,NAMW24-SED03,NAMW24-SED03,NAMW,NAMW24-SED03,54.26972642,-101.8221822,Namew Lake,Manitoba,Northern Manitoba,Namew Lake,Namew Lake,Namew Lake,Biomonitoring,Namew Lake,2024 Fish Monitoring Program,N/A,N/A,N/A,N/A,N/A,N/A
NAMW24-SED02,HBMS Flin Flon Metallurgical Complex,NAMW24-SED02,NAMW24-SED02,NAMW,NAMW24-SED02,54.26846838,-101.8248304,Namew Lake,Manitoba,Northern Manitoba,Namew Lake,Namew Lake,Namew Lake,Biomonitoring,Namew Lake,2024 Fish Monitoring Program,N/A,N/A,N/A,N/A,N/A,N/A
NAMW24-SED01,HBMS Flin Flon Metallurgical Complex,NAMW24-SED01,NAMW24-SED01,NAMW,NAMW24-SED01,54.26723049,-101.8266197,Namew Lake,Manitoba,Northern Manitoba,Namew Lake,Namew Lake,Namew Lake,Biomonitoring,Namew Lake,2024 Fish Monitoring Program,N/A,N/A,N/A,N/A,N/A,N/A
NAMW24-SED03_DUP,HBMS Flin Flon Metallurgical Complex,NAMW24-SED03_DUP,NAMW24-SED03_DUP,NAMW,NAMW24-SED03_DUP,54.26972642,-101.8221822,Namew Lake,Manitoba,Northern Manitoba,Namew Lake,Namew Lake,Namew Lake,Biomonitoring,Namew Lake,2024 Fish Monitoring Program,N/A,N/A,N/A,N/A,N/A,N/A
SLMB24-HYA-1,HBMS Flin Flon Metallurgical Complex,SLMB24-HYA-1,SLMB24-HYA-1,SLMB,SLMB24-L01-HYA-R1,54.66222,-101.81702,Schist Lake Main Basin,Manitoba,Northern Manitoba,"Schist Lake, Main Basin","Schist Lake, Main Basin",Schist Lake,Biomonitoring,"Schist Lake, Main Basin",,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,5,"['Sialidae', 'Naididae', 'Chironomidae',' Chaoboridae']",2,"['Limnodrilus claparedianus', 'Chaoborus flavicans']"
SLMB24-HYA-2,HBMS Flin Flon Metallurgical Complex,SLMB24-HYA-2,SLMB24-HYA-2,SLMB,SLMB24-L01-HYA-R2,54.65837,-101.81434,Schist Lake Main Basin,Manitoba,Northern Manitoba,"Schist Lake, Main Basin","Schist Lake, Main Basin",Schist Lake,Biomonitoring,"Schist Lake, Main Basin",,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,5,"['Sialidae', 'Naididae', 'Chironomidae',' Chaoboridae']",2,"['Limnodrilus claparedianus', 'Chaoborus flavicans']"
SLMB24-HYA-3,HBMS Flin Flon Metallurgical Complex,SLMB24-HYA-3,SLMB24-HYA-3,SLMB,SLMB24-L01-HYA-R3,54.65779,-101.80892,Schist Lake Main Basin,Manitoba,Northern Manitoba,"Schist Lake, Main Basin","Schist Lake, Main Basin",Schist Lake,Biomonitoring,"Schist Lake, Main Basin",,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,5,"['Sialidae', 'Naididae', 'Chironomidae',' Chaoboridae']",2,"['Limnodrilus claparedianus', 'Chaoborus flavicans']"
SLNW24-HYA-1,HBMS Flin Flon Metallurgical Complex,SLNW24-HYA-1,SLNW24-HYA-1,SLNW,SLNW24-L01-HYA-R1,54.72999,-101.8333,Schist Lake Northwest Arm,Manitoba,Northern Manitoba,Schist Lake West Arm,Schist Lake West Arm,Schist Lake,Historic,"Schist Lake, West Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,0,N/A,0,N/A
SLNW24-HYA-2,HBMS Flin Flon Metallurgical Complex,SLNW24-HYA-2,SLNW24-HYA-2,SLNW,SLNW24-L01-HYA-R2,54.72798,-101.83199,Schist Lake Northwest Arm,Manitoba,Northern Manitoba,Schist Lake West Arm,Schist Lake West Arm,Schist Lake,Historic,"Schist Lake, West Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,0,N/A,0,N/A
SLNW24-HYA-3,HBMS Flin Flon Metallurgical Complex,SLNW24-HYA-3,SLNW24-HYA-3,SLNW,SLNW24-L01-HYA-R3,54.71896,-101.82623,Schist Lake Northwest Arm,Manitoba,Northern Manitoba,Schist Lake West Arm,Schist Lake West Arm,Schist Lake,Historic,"Schist Lake, West Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,0,N/A,0,N/A
MIRL24-HYA-1,HBMS Flin Flon Metallurgical Complex,MIRL24-HYA-1,MIRL24-HYA-1,MIRL,MIRL24-L01-HYA-R1,54.99611,-96.76255,Mirond Lake,Saskatchewan,Division No. 18,Mirond Lake,Mirond Lake,Mirond Lake,Biomonitoring,Mirond Lake,2024 Fish Monitoring Program,N/A,N/A,N/A,N/A,N/A,N/A
MIRL24-HYA-2,HBMS Flin Flon Metallurgical Complex,MIRL24-HYA-2,MIRL24-HYA-2,MIRL,MIRL24-L01-HYA-R2,54.99384,-96.77146,Mirond Lake,Saskatchewan,Division No. 18,Mirond Lake,Mirond Lake,Mirond Lake,Biomonitoring,Mirond Lake,2024 Fish Monitoring Program,N/A,N/A,N/A,N/A,N/A,N/A
MIRL24-HYA-3,HBMS Flin Flon Metallurgical Complex,MIRL24-HYA-3,MIRL24-HYA-3,MIRL,MIRL24-L01-HYA-R3,54.9913,-96.76889,Mirond Lake,Saskatchewan,Division No. 18,Mirond Lake,Mirond Lake,Mirond Lake,Biomonitoring,Mirond Lake,2024 Fish Monitoring Program,N/A,N/A,N/A,N/A,N/A,N/A
WRML24-B5-P1,Wesdome Gold Mines Ltd.,WRML24-B5,WRML24-B5,WR-ML,WR-ML-B5,48.10796,-85.39398,Miron Lake,Ontario,Thunder Bay,,Miron Lake,Miron Lake,Reference,Miron Lake,Wesdome reference site,"Copper, Silver",https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42C04NE00006.html?,0,N/A,0,N/A
WRML24-B5-P2,Wesdome Gold Mines Ltd.,WRML24-B5,WRML24-B5,WR-ML,WR-ML-B5,48.10796,-85.39398,Miron Lake,Ontario,Thunder Bay,,Miron Lake,Miron Lake,Reference,Miron Lake,Wesdome reference site,"Copper, Silver",https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42C04NE00006.html?,0,N/A,0,N/A
WRML24-B5-P3,Wesdome Gold Mines Ltd.,WRML24-B5,WRML24-B5,WR-ML,WR-ML-B5,48.10796,-85.39398,Miron Lake,Ontario,Thunder Bay,,Miron Lake,Miron Lake,Reference,Miron Lake,Wesdome reference site,"Copper, Silver",https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42C04NE00006.html?,0,N/A,0,N/A
WRML24-B5-P4,Wesdome Gold Mines Ltd.,WRML24-B5,WRML24-B5,WR-ML,WR-ML-B5,48.10796,-85.39398,Miron Lake,Ontario,Thunder Bay,,Miron Lake,Miron Lake,Reference,Miron Lake,Wesdome reference site,"Copper, Silver",https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42C04NE00006.html?,0,N/A,0,N/A
DSOR25-B1,Glencore Canada Corporation,DSOR25-B1,DSOR25-B1,DSOR,463,49.419723,-82.44079,Onaping River,Ontario,Sudbury,Onaping River near Levack,Onaping River,Onaping River,river,Onaping River downstream from Moose Creek Falls,Glencore Exposure,"Nickel, Copper, Cobalt",https://www.glencore.ca/en/sudburyino/what-we-do/mining-and-milling?,N/A,N/A,N/A,N/A
DSOR25-B3,Glencore Canada Corporation,DSOR25-B3,DSOR25-B3,DSOR,467,49.419723,-82.44079,Onaping River,Ontario,Sudbury,Onaping River near Levack,Onaping River,Onaping River,river,Onaping River downstream from Moose Creek Falls,Glencore Exposure,"Nickel, Copper, Cobalt",https://www.glencore.ca/en/sudburyino/what-we-do/mining-and-milling?,N/A,N/A,N/A,N/A
DSOR25-B2,Glencore Canada Corporation,DSOR25-B2,DSOR25-B2,DSOR,464-466,49.419723,-82.44079,Onaping River,Ontario,Sudbury,Onaping River near Levack,Onaping River,Onaping River,river,Onaping River downstream from Moose Creek Falls,Glencore Exposure,"Nickel, Copper, Cobalt",https://www.glencore.ca/en/sudburyino/what-we-do/mining-and-milling?,N/A,N/A,N/A,N/A
DSOR25-B4,Glencore Canada Corporation,DSOR25-B4,DSOR25-B4,DSOR,468,,,Onaping River,Ontario,Sudbury,Onaping River near Levack,Onaping River,Onaping River,river,Onaping River downstream from Moose Creek Falls,Glencore Exposure,"Nickel, Copper, Cobalt",https://www.glencore.ca/en/sudburyino/what-we-do/mining-and-milling?,N/A,N/A,N/A,N/A
DSOR25-B5,Glencore Canada Corporation,DSOR25-B5,DSOR25-B5,DSOR,469,,,Onaping River,Ontario,Sudbury,Onaping River near Levack,Onaping River,Onaping River,river,Onaping River downstream from Moose Creek Falls,Glencore Exposure,"Nickel, Copper, Cobalt",https://www.glencore.ca/en/sudburyino/what-we-do/mining-and-milling?,N/A,N/A,N/A,N/A
USOR25-B1,Glencore Canada Corporation,USOR25-B1,USOR25-B1,USOR,475,,,Onaping River,Ontario,Sudbury,Onaping River near Levack,Onaping River,Onaping River,river,Onaping River upstream from Moose Creek Falls,Glencore Reference,"Nickel, Copper, Cobalt",https://www.glencore.ca/en/sudburyino/what-we-do/mining-and-milling?,N/A,N/A,N/A,N/A
USOR25-B2,Glencore Canada Corporation,USOR25-B2,USOR25-B2,USOR,476,,,Onaping River,Ontario,Sudbury,Onaping River near Levack,Onaping River,Onaping River,river,Onaping River upstream from Moose Creek Falls,Glencore Reference,"Nickel, Copper, Cobalt",https://www.glencore.ca/en/sudburyino/what-we-do/mining-and-milling?,N/A,N/A,N/A,N/A
USOR25-B3,Glencore Canada Corporation,USOR25-B3,USOR25-B3,USOR,477,,,Onaping River,Ontario,Sudbury,Onaping River near Levack,Onaping River,Onaping River,river,Onaping River upstream from Moose Creek Falls,Glencore Reference,"Nickel, Copper, Cobalt",https://www.glencore.ca/en/sudburyino/what-we-do/mining-and-milling?,N/A,N/A,N/A,N/A
USOR25-B4,Glencore Canada Corporation,USOR25-B4,USOR25-B4,USOR,478,,,Onaping River,Ontario,Sudbury,Onaping River near Levack,Onaping River,Onaping River,river,Onaping River upstream from Moose Creek Falls,Glencore Reference,"Nickel, Copper, Cobalt",https://www.glencore.ca/en/sudburyino/what-we-do/mining-and-milling?,N/A,N/A,N/A,N/A
USOR25-B5,Glencore Canada Corporation,USOR25-B5,USOR25-B5,USOR,479,,,Onaping River,Ontario,Sudbury,Onaping River near Levack,Onaping River,Onaping River,river,Onaping River upstream from Moose Creek Falls,Glencore Reference,"Nickel, Copper, Cobalt",https://www.glencore.ca/en/sudburyino/what-we-do/mining-and-milling?,N/A,N/A,N/A,N/A
