Lot_ID,Mine,Lot_station,Station_ID,Station_site,Station_waypoint,Station_latitude,Station_longitude,Station_waterbody,Site_province,Site_region,Site_locality,Site_narrative_loc,Site_name,Site_category,Site_waterbody,Site_comments,Metal,Resource,Number of Families,Families,Number of Beings,Beings
WRFC24-EDNA-2,Wesdome Gold Mines Ltd.,WRFC24-B2,WRFC24-B2,WR-FC,WR-FC-B2,48.18751,-85.36467,Farwell Creek,Ontario,Thunder Bay,"Wesdome, Farwell Creek",Farwell Creek,Farwell Creek,Reference,"Wesdome, Farwell Creek Reference Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI42C03SW00010,0,N/A,0,N/A
WRFC24-EDNA-3,Wesdome Gold Mines Ltd.,WRFC24-B3,WRFC24-B3,WR-FC,WR-FC-B3,48.18768,-85.36075,Farwell Creek,Ontario,Thunder Bay,"Wesdome, Farwell Creek",Farwell Creek,Farwell Creek,Reference,"Wesdome, Farwell Creek Reference Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI42C03SW00010,0,N/A,0,N/A
WRFC24-EDNA-4,Wesdome Gold Mines Ltd.,WRFC24-B4,WRFC24-B4,WR-FC,WR-FC-B4,48.18759,-85.36505,Farwell Creek,Ontario,Thunder Bay,"Wesdome, Farwell Creek",Farwell Creek,Farwell Creek,Reference,"Wesdome, Farwell Creek Reference Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI42C03SW00010,0,N/A,0,N/A
WRFC24-EDNA-5,Wesdome Gold Mines Ltd.,WRFC24-B5,WRFC24-B5,WR-FC,WR-FC-B5,48.18757,-85.36538,Farwell Creek,Ontario,Thunder Bay,"Wesdome, Farwell Creek",Farwell Creek,Farwell Creek,Reference,"Wesdome, Farwell Creek Reference Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold ,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI42C03SW00010,0,N/A,0,N/A
WQAQC,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A
WEMIC24-B1,Wesdome Gold Mines Ltd.,WEMIC24-B1,WEMIC24-B1,WE-MIC,WE-MIC-B1,48.11338,-85.40413,Miron Creek,Ontario,Algoma,"Wesdome, Miron Creek",Miron Creek,Miron Creek,Exposure,"Wesdome, Miron Creek Exposure Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold,https://stockhouse.com/news/press-releases/2023/03/13/wesdome-announces-annual-mineral-resource-and-reserve-updates-for-eagle-river?,0,N/A,0,N/A
WEMIC24-B2,Wesdome Gold Mines Ltd.,WEMIC24-B2,WEMIC24-B2,WE-MIC,WE-MIC-B2,48.1136,-85.40361,Miron Creek,Ontario,Algoma,"Wesdome, Miron Creek",Miron Creek,Miron Creek,Exposure,"Wesdome, Miron Creek Exposure Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold,https://stockhouse.com/news/press-releases/2023/03/13/wesdome-announces-annual-mineral-resource-and-reserve-updates-for-eagle-river?,0,N/A,0,N/A
WEMIC24-B3,Wesdome Gold Mines Ltd.,WEMIC24-B3,WEMIC24-B3,WE-MIC,WE-MIC-B3,48.11369,-85.40322,Miron Creek,Ontario,Algoma,"Wesdome, Miron Creek",Miron Creek,Miron Creek,Exposure,"Wesdome, Miron Creek Exposure Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold,https://stockhouse.com/news/press-releases/2023/03/13/wesdome-announces-annual-mineral-resource-and-reserve-updates-for-eagle-river?,0,N/A,0,N/A
WEMIC24-B4,Wesdome Gold Mines Ltd.,WEMIC24-B4,WEMIC24-B4,WE-MIC,WE-MIC-B4,48.11366,-85.40267,Miron Creek,Ontario,Algoma,"Wesdome, Miron Creek",Miron Creek,Miron Creek,Exposure,"Wesdome, Miron Creek Exposure Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold,https://stockhouse.com/news/press-releases/2023/03/13/wesdome-announces-annual-mineral-resource-and-reserve-updates-for-eagle-river?,0,N/A,0,N/A
WEMIC24-B5,Wesdome Gold Mines Ltd.,WEMIC24-B5,WEMIC24-B5,WE-MIC,WE-MIC-B5,48.1138,-85.40218,Miron Creek,Ontario,Algoma,"Wesdome, Miron Creek",Miron Creek,Miron Creek,Exposure,"Wesdome, Miron Creek Exposure Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold,https://stockhouse.com/news/press-releases/2023/03/13/wesdome-announces-annual-mineral-resource-and-reserve-updates-for-eagle-river?,0,N/A,0,N/A
WRML24-B1,Wesdome Gold Mines Ltd.,WRML24-B1,WRML24-B1,WR-ML,WR-ML-B1,48.10726,-85.39294,Miron Lake,Ontario,Thunder Bay,,Miron Lake,Miron Lake,Reference,Miron Lake,Wesdome reference site,"Copper, Silver",https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42C04NE00006.html?,0,N/A,0,N/A
WRML24-B2,Wesdome Gold Mines Ltd.,WRML24-B2,WRML24-B2,WR-ML,WR-ML-B2,48.10741,-85.39295,Miron Lake,Ontario,Thunder Bay,,Miron Lake,Miron Lake,Reference,Miron Lake,Wesdome reference site,"Copper, Silver",https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42C04NE00006.html?,0,N/A,0,N/A
WRML24-B3,Wesdome Gold Mines Ltd.,WRML24-B3,WRML24-B3,WR-ML,WR-ML-B3,48.10752,-85.39327,Miron Lake,Ontario,Thunder Bay,,Miron Lake,Miron Lake,Reference,Miron Lake,Wesdome reference site,"Copper, Silver",https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42C04NE00006.html?,0,N/A,0,N/A
WRML24-B4,Wesdome Gold Mines Ltd.,WRML24-B4,WRML24-B4,WR-ML,WR-ML-B4,48.10781,-85.39368,Miron Lake,Ontario,Thunder Bay,,Miron Lake,Miron Lake,Reference,Miron Lake,Wesdome reference site,"Copper, Silver",https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42C04NE00006.html?,0,N/A,0,N/A
WRML24-B5,Wesdome Gold Mines Ltd.,WRML24-B5,WRML24-B5,WR-ML,WR-ML-B5,48.10796,-85.39398,Miron Lake,Ontario,Thunder Bay,,Miron Lake,Miron Lake,Reference,Miron Lake,Wesdome reference site,"Copper, Silver",https://www.geologyontario.mndm.gov.on.ca/mndmfiles/mdi/data/records/MDI42C04NE00006.html?,0,N/A,0,N/A
WRFC24-B1,Wesdome Gold Mines Ltd.,WRFC24-B1,WRFC24-B1,WR-FC,WR-FC-B1,48.18745,-85.36425,Farwell Creek,Ontario,Thunder Bay,"Wesdome, Farwell Creek",Farwell Creek,Farwell Creek,Reference,"Wesdome, Farwell Creek Reference Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI42C03SW00010,0,N/A,0,N/A
WRFC24-B2,Wesdome Gold Mines Ltd.,WRFC24-B2,WRFC24-B2,WR-FC,WR-FC-B2,48.18751,-85.36467,Farwell Creek,Ontario,Thunder Bay,"Wesdome, Farwell Creek",Farwell Creek,Farwell Creek,Reference,"Wesdome, Farwell Creek Reference Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI42C03SW00010,0,N/A,0,N/A
WRFC24-B3,Wesdome Gold Mines Ltd.,WRFC24-B3,WRFC24-B3,WR-FC,WR-FC-B3,48.18768,-85.36075,Farwell Creek,Ontario,Thunder Bay,"Wesdome, Farwell Creek",Farwell Creek,Farwell Creek,Reference,"Wesdome, Farwell Creek Reference Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI42C03SW00010,0,N/A,0,N/A
WRFC24-B4,Wesdome Gold Mines Ltd.,WRFC24-B4,WRFC24-B4,WR-FC,WR-FC-B4,48.18759,-85.36505,Farwell Creek,Ontario,Thunder Bay,"Wesdome, Farwell Creek",Farwell Creek,Farwell Creek,Reference,"Wesdome, Farwell Creek Reference Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI42C03SW00010,0,N/A,0,N/A
WRFC24-B5,Wesdome Gold Mines Ltd.,WRFC24-B5,WRFC24-B5,WR-FC,WR-FC-B5,48.18757,-85.36538,Farwell Creek,Ontario,Thunder Bay,"Wesdome, Farwell Creek",Farwell Creek,Farwell Creek,Reference,"Wesdome, Farwell Creek Reference Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold ,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI42C03SW00010,0,N/A,0,N/A
WRML24-B1-SC,Wesdome Gold Mines Ltd.,WRML24-B1,WRML24-B1,WR-ML,WR-ML-B1,48.10726,-85.39294,Miron Lake,Ontario,Thunder Bay,,Miron Lake,Miron Lake,Reference,Miron Lake,Wesdome reference site,"Copper, Silver",https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI42C03SW00010,0,N/A,0,N/A
WRML24-B2-SC,Wesdome Gold Mines Ltd.,WRML24-B2,WRML24-B2,WR-ML,WR-ML-B2,48.10741,-85.39295,Miron Lake,Ontario,Thunder Bay,,Miron Lake,Miron Lake,Reference,Miron Lake,Wesdome reference site,"Copper, Silver",https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI42C03SW00010,0,N/A,0,N/A
WRML24-B3-SC,Wesdome Gold Mines Ltd.,WRML24-B3,WRML24-B3,WR-ML,WR-ML-B3,48.10752,-85.39327,Miron Lake,Ontario,Thunder Bay,,Miron Lake,Miron Lake,Reference,Miron Lake,Wesdome reference site,"Copper, Silver",https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI42C03SW00010,0,N/A,0,N/A
WRML24-B4-SC,Wesdome Gold Mines Ltd.,WRML24-B4,WRML24-B4,WR-ML,WR-ML-B4,48.10781,-85.39368,Miron Lake,Ontario,Thunder Bay,,Miron Lake,Miron Lake,Reference,Miron Lake,Wesdome reference site,"Copper, Silver",https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI42C03SW00010,0,N/A,0,N/A
WRML24-B5-SC,Wesdome Gold Mines Ltd.,WRML24-B5,WRML24-B5,WR-ML,WR-ML-B5,48.10796,-85.39398,Miron Lake,Ontario,Thunder Bay,,Miron Lake,Miron Lake,Reference,Miron Lake,Wesdome reference site,"Copper, Silver",https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI42C03SW00010,0,N/A,0,N/A
WRFC24-B1-SC,Wesdome Gold Mines Ltd.,WRFC24-B1,WRFC24-B1,WR-FC,WR-FC-B1,48.18745,-85.36425,Farwell Creek,Ontario,Thunder Bay,"Wesdome, Farwell Creek",Farwell Creek,Farwell Creek,Reference,"Wesdome, Farwell Creek Reference Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI42C03SW00010,0,N/A,0,N/A
WRFC24-B2-SC,Wesdome Gold Mines Ltd.,WRFC24-B2,WRFC24-B2,WR-FC,WR-FC-B2,48.18751,-85.36467,Farwell Creek,Ontario,Thunder Bay,"Wesdome, Farwell Creek",Farwell Creek,Farwell Creek,Reference,"Wesdome, Farwell Creek Reference Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI42C03SW00010,0,N/A,0,N/A
WRFC24-B3-SC,Wesdome Gold Mines Ltd.,WRFC24-B3,WRFC24-B3,WR-FC,WR-FC-B3,48.18768,-85.36075,Farwell Creek,Ontario,Thunder Bay,"Wesdome, Farwell Creek",Farwell Creek,Farwell Creek,Reference,"Wesdome, Farwell Creek Reference Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI42C03SW00010,0,N/A,0,N/A
WRFC24-B4-SC,Wesdome Gold Mines Ltd.,WRFC24-B4,WRFC24-B4,WR-FC,WR-FC-B4,48.18759,-85.36505,Farwell Creek,Ontario,Thunder Bay,"Wesdome, Farwell Creek",Farwell Creek,Farwell Creek,Reference,"Wesdome, Farwell Creek Reference Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI42C03SW00010,0,N/A,0,N/A
WRFC24-B5-SC,Wesdome Gold Mines Ltd.,WRFC24-B5,WRFC24-B5,WR-FC,WR-FC-B5,48.18757,-85.36538,Farwell Creek,Ontario,Thunder Bay,"Wesdome, Farwell Creek",Farwell Creek,Farwell Creek,Reference,"Wesdome, Farwell Creek Reference Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold ,https://www.geologyontario.mines.gov.on.ca/mineral-inventory/MDI42C03SW00010,0,N/A,0,N/A
WEMIC24-B1-SC,Wesdome Gold Mines Ltd.,WEMIC24-B1,WEMIC24-B1,WE-MIC,WE-MIC-B1,48.11338,-85.40413,Miron Creek,Ontario,Algoma,"Wesdome, Miron Creek",Miron Creek,Miron Creek,Exposure,"Wesdome, Miron Creek Exposure Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold,https://stockhouse.com/news/press-releases/2023/03/13/wesdome-announces-annual-mineral-resource-and-reserve-updates-for-eagle-river?,0,N/A,0,N/A
WEMIC24-B2-SC,Wesdome Gold Mines Ltd.,WEMIC24-B2,WEMIC24-B2,WE-MIC,WE-MIC-B2,48.1136,-85.40361,Miron Creek,Ontario,Algoma,"Wesdome, Miron Creek",Miron Creek,Miron Creek,Exposure,"Wesdome, Miron Creek Exposure Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold,https://stockhouse.com/news/press-releases/2023/03/13/wesdome-announces-annual-mineral-resource-and-reserve-updates-for-eagle-river?,0,N/A,0,N/A
WEMIC24-B3-SC,Wesdome Gold Mines Ltd.,WEMIC24-B3,WEMIC24-B3,WE-MIC,WE-MIC-B3,48.11369,-85.40322,Miron Creek,Ontario,Algoma,"Wesdome, Miron Creek",Miron Creek,Miron Creek,Exposure,"Wesdome, Miron Creek Exposure Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold,https://stockhouse.com/news/press-releases/2023/03/13/wesdome-announces-annual-mineral-resource-and-reserve-updates-for-eagle-river?,0,N/A,0,N/A
WEMIC24-B4-SC,Wesdome Gold Mines Ltd.,WEMIC24-B4,WEMIC24-B4,WE-MIC,WE-MIC-B4,48.11366,-85.40267,Miron Creek,Ontario,Algoma,"Wesdome, Miron Creek",Miron Creek,Miron Creek,Exposure,"Wesdome, Miron Creek Exposure Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold,https://stockhouse.com/news/press-releases/2023/03/13/wesdome-announces-annual-mineral-resource-and-reserve-updates-for-eagle-river?,0,N/A,0,N/A
WEMIC24-B5-SC,Wesdome Gold Mines Ltd.,WEMIC24-B5,WEMIC24-B5,WE-MIC,WE-MIC-B5,48.1138,-85.40218,Miron Creek,Ontario,Algoma,"Wesdome, Miron Creek",Miron Creek,Miron Creek,Exposure,"Wesdome, Miron Creek Exposure Area","2021 Wesdome Phase 6 EEM, benthic collections with Petite Ponar",Gold,https://stockhouse.com/news/press-releases/2023/03/13/wesdome-announces-annual-mineral-resource-and-reserve-updates-for-eagle-river?,0,N/A,0,N/A
WEPP24-SC,Wesdome Gold Mines Ltd.,WEPP24,WEPP24,WE-PP,WE-PP,48.10894,-85.41413,Wesdome Polishing Pond,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A
WEFC24-DUP,,WEFC24-DUP,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A
SLMB24-B1,HBMS Flin Flon Metallurgical Complex,SLMB24-B1,SLMB24-B1,SLMB,SLMB24-L1-BEN-R1,54.66197,-101.81679,Schist Lake Main Basin,Manitoba,Northern Manitoba,"Schist Lake, Main Basin","Schist Lake, Main Basin",Schist Lake,Biomonitoring,"Schist Lake, Main Basin",,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,5,"['Sialidae', 'Naididae', 'Chironomidae',' Chaoboridae']",2,"['Limnodrilus claparedianus', 'Chaoborus flavicans']"
SLMB24-B2,HBMS Flin Flon Metallurgical Complex,SLMB24-B2,SLMB24-B2,SLMB,SLMB24-L1-BEN-R2,54.66168,-101.81733,Schist Lake Main Basin,Manitoba,Northern Manitoba,"Schist Lake, Main Basin","Schist Lake, Main Basin",Schist Lake,Biomonitoring,"Schist Lake, Main Basin",,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,5,"['Sialidae', 'Naididae', 'Chironomidae',' Chaoboridae']",2,"['Limnodrilus claparedianus', 'Chaoborus flavicans']"
SLMB24-B3,HBMS Flin Flon Metallurgical Complex,SLMB24-B3,SLMB24-B3,SLMB,SLMB24-L1-BEN-R3,54.6613,-101.81752,Schist Lake Main Basin,Manitoba,Northern Manitoba,"Schist Lake, Main Basin","Schist Lake, Main Basin",Schist Lake,Biomonitoring,"Schist Lake, Main Basin",,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,5,"['Sialidae', 'Naididae', 'Chironomidae',' Chaoboridae']",2,"['Limnodrilus claparedianus', 'Chaoborus flavicans']"
SLMB24-B4,HBMS Flin Flon Metallurgical Complex,SLMB24-B4,SLMB24-B4,SLMB,SLMB24-L1-BEN-R4,54.66183,-101.81692,Schist Lake Main Basin,Manitoba,Northern Manitoba,"Schist Lake, Main Basin","Schist Lake, Main Basin",Schist Lake,Biomonitoring,"Schist Lake, Main Basin",,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,5,"['Sialidae', 'Naididae', 'Chironomidae',' Chaoboridae']",2,"['Limnodrilus claparedianus', 'Chaoborus flavicans']"
SLMB24-B5,HBMS Flin Flon Metallurgical Complex,SLMB24-B5,SLMB24-B5,SLMB,SLMB24-L1-BEN-R5,54.66176,-101.8173,Schist Lake Main Basin,Manitoba,Northern Manitoba,"Schist Lake, Main Basin","Schist Lake, Main Basin",Schist Lake,Biomonitoring,"Schist Lake, Main Basin",,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,5,"['Sialidae', 'Naididae', 'Chironomidae',' Chaoboridae']",2,"['Limnodrilus claparedianus', 'Chaoborus flavicans']"
SLNW24-B1,HBMS Flin Flon Metallurgical Complex,SLNW24-B1,SLNW24-B1,SLNW,SLNW24-L1-BEN-R1,54.73075,-101.83309,Schist Lake Northwest Arm,Manitoba,Northern Manitoba,Schist Lake West Arm,Schist Lake West Arm,Schist Lake,Historic,"Schist Lake, West Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,0,N/A,0,N/A
SLNW24-B2,HBMS Flin Flon Metallurgical Complex,SLNW24-B2,SLNW24-B2,SLNW,SLNW24-L1-BEN-R2,54.73113,-101.83386,Schist Lake Northwest Arm,Manitoba,Northern Manitoba,Schist Lake West Arm,Schist Lake West Arm,Schist Lake,Historic,"Schist Lake, West Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,0,N/A,0,N/A
SLNW24-B3,HBMS Flin Flon Metallurgical Complex,SLNW24-B3,SLNW24-B3,SLNW,SLNW24-L1-BEN-R3,54.73096,-101.83377,Schist Lake Northwest Arm,Manitoba,Northern Manitoba,Schist Lake West Arm,Schist Lake West Arm,Schist Lake,Historic,"Schist Lake, West Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,0,N/A,0,N/A
SLNW24-B4,HBMS Flin Flon Metallurgical Complex,SLNW24-B4,SLNW24-B4,SLNW,SLNW24-L1-BEN-R4,54.73062,-101.83298,Schist Lake Northwest Arm,Manitoba,Northern Manitoba,Schist Lake West Arm,Schist Lake West Arm,Schist Lake,Historic,"Schist Lake, West Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,0,N/A,0,N/A
SLNW24-B5,HBMS Flin Flon Metallurgical Complex,SLNW24-B5,SLNW24-B5,SLNW,SLNW24-L1-BEN-R5,54.73086,-101.8334,Schist Lake Northwest Arm,Manitoba,Northern Manitoba,Schist Lake West Arm,Schist Lake West Arm,Schist Lake,Historic,"Schist Lake, West Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,0,N/A,0,N/A
MIRL24-B1,HBMS Flin Flon Metallurgical Complex,MIRL24-B1,MIRL24-B1,MIRL,MIRL24-L1-BEN-R1,54.99016,-102.76771,Mirond Lake,Saskatchewan,Division No. 18,Mirond Lake,Mirond Lake,Mirond Lake,Biomonitoring,Mirond Lake,2024 Fish Monitoring Program,N/A,N/A,N/A,N/A,N/A,N/A
MIRL24-B2,HBMS Flin Flon Metallurgical Complex,MIRL24-B2,MIRL24-B2,MIRL,MIRL24-L1-BEN-R2,54.99008,-102.76823,Mirond Lake,Saskatchewan,Division No. 18,Mirond Lake,Mirond Lake,Mirond Lake,Biomonitoring,Mirond Lake,2024 Fish Monitoring Program,N/A,N/A,N/A,N/A,N/A,N/A
MIRL24-B3,HBMS Flin Flon Metallurgical Complex,MIRL24-B3,MIRL24-B3,MIRL,MIRL24-L1-BEN-R3,54.99013,-102.76843,Mirond Lake,Saskatchewan,Division No. 18,Mirond Lake,Mirond Lake,Mirond Lake,Biomonitoring,Mirond Lake,2024 Fish Monitoring Program,N/A,N/A,N/A,N/A,N/A,N/A
MIRL24-B4,HBMS Flin Flon Metallurgical Complex,MIRL24-B4,MIRL24-B4,MIRL,MIRL24-L1-BEN-R4,54.99014,-102.76872,Mirond Lake,Saskatchewan,Division No. 18,Mirond Lake,Mirond Lake,Mirond Lake,Biomonitoring,Mirond Lake,2024 Fish Monitoring Program,N/A,N/A,N/A,N/A,N/A,N/A
MIRL24-B5,HBMS Flin Flon Metallurgical Complex,MIRL24-B5,MIRL24-B5,MIRL,MIRL24-L1-BEN-R5,54.99018,-102.76799,Mirond Lake,Saskatchewan,Division No. 18,Mirond Lake,Mirond Lake,Mirond Lake,Biomonitoring,Mirond Lake,2024 Fish Monitoring Program,N/A,N/A,N/A,N/A,N/A,N/A
ROSL24-L2-BEN-R1,HBMS Flin Flon Metallurgical Complex,ROSL24-B1,ROSL24-B1,ROSL,ROSL24-L2-BEN-R1,54.7764,-101.8641,Ross Lake,Manitoba,Northern Manitoba,Ross Lake,Ross Lake,Ross Lake,Historic,Ross Lake,MB Provincial data from historic records,"Zinc, Copper, Iron, Gold",https://www.mindat.org/feature-6127923.html,1,['Chironomidae'],1,N/A
ROSL24-L2-BEN-R2,HBMS Flin Flon Metallurgical Complex,ROSL24-B2,ROSL24-B2,ROSL,ROSL24-L2-BEN-R2,54.77672,-101.8633,Ross Lake,Manitoba,Northern Manitoba,Ross Lake,Ross Lake,Ross Lake,Historic,Ross Lake,MB Provincial data from historic records,"Zinc, Copper, Iron, Gold",https://www.mindat.org/feature-6127923.html,1,['Chironomidae'],1,N/A
ROSL24-L2-BEN-R3,HBMS Flin Flon Metallurgical Complex,ROSL24-B3,ROSL24-B3,ROSL,ROSL24-L2-BEN-R3,54.77664,-101.8628,Ross Lake,Manitoba,Northern Manitoba,Ross Lake,Ross Lake,Ross Lake,Historic,Ross Lake,MB Provincial data from historic records,"Zinc, Copper, Iron, Gold",https://www.mindat.org/feature-6127923.html,1,['Chironomidae'],1,N/A
ROSL24-L2-BEN-R4,HBMS Flin Flon Metallurgical Complex,ROSL24-B4,ROSL24-B4,ROSL,ROSL24-L2-BEN-R4,54.77656,-101.86135,Ross Lake,Manitoba,Northern Manitoba,Ross Lake,Ross Lake,Ross Lake,Historic,Ross Lake,MB Provincial data from historic records,"Zinc, Copper, Iron, Gold",https://www.mindat.org/feature-6127923.html,1,['Chironomidae'],1,N/A
ROSL24-L2-BEN-R5,HBMS Flin Flon Metallurgical Complex,ROSL24-B5,ROSL24-B5,ROSL,ROSL24-L2-BEN-R5,54.77717,-101.85984,Ross Lake,Manitoba,Northern Manitoba,Ross Lake,Ross Lake,Ross Lake,Historic,Ross Lake,MB Provincial data from historic records,"Zinc, Copper, Iron, Gold",https://www.mindat.org/feature-6127923.html,1,['Chironomidae'],1,N/A
SLMB24-L1-HYA-R1,HBMS Flin Flon Metallurgical Complex,SLMB24-L1-HYA-R1,SLMB24-L1-HYA-R1,SLMB,SLMB24-L1-HYA-R1,54.66222,-101.81702,Schist Lake Main Basin,Manitoba,Northern Manitoba,"Schist Lake, Main Basin","Schist Lake, Main Basin",Schist Lake,Biomonitoring,"Schist Lake, Main Basin",,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,5,"['Sialidae', 'Naididae', 'Chironomidae',' Chaoboridae']",2,"['Limnodrilus claparedianus', 'Chaoborus flavicans']"
SLMB24-L1-HYA-R2,HBMS Flin Flon Metallurgical Complex,SLMB24-L1-HYA-R2,SLMB24-L1-HYA-R2,SLMB,SLMB24-L1-HYA-R2,54.65837,-101.81434,Schist Lake Main Basin,Manitoba,Northern Manitoba,"Schist Lake, Main Basin","Schist Lake, Main Basin",Schist Lake,Biomonitoring,"Schist Lake, Main Basin",,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,5,"['Sialidae', 'Naididae', 'Chironomidae',' Chaoboridae']",2,"['Limnodrilus claparedianus', 'Chaoborus flavicans']"
SLMB24-L1-HYA-R3,HBMS Flin Flon Metallurgical Complex,SLMB24-L1-HYA-R3,SLMB24-L1-HYA-R3,SLMB,SLMB24-L1-HYA-R3,54.65779,-101.80892,Schist Lake Main Basin,Manitoba,Northern Manitoba,"Schist Lake, Main Basin","Schist Lake, Main Basin",Schist Lake,Biomonitoring,"Schist Lake, Main Basin",,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,5,"['Sialidae', 'Naididae', 'Chironomidae',' Chaoboridae']",2,"['Limnodrilus claparedianus', 'Chaoborus flavicans']"
SLNW24-L1-HYA-R1,HBMS Flin Flon Metallurgical Complex,SLNW24-L1-HYA-R1,SLNW24-L1-HYA-R1,SLNW,SLNW24-L1-HYA-R1,54.72999,-101.8333,Schist Lake Northwest Arm,Manitoba,Northern Manitoba,Schist Lake West Arm,Schist Lake West Arm,Schist Lake,Historic,"Schist Lake, West Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,0,N/A,0,N/A
SLNW24-L1-HYA-R2,HBMS Flin Flon Metallurgical Complex,SLNW24-L1-HYA-R2,SLNW24-L1-HYA-R2,SLNW,SLNW24-L1-HYA-R2,54.72798,-101.83199,Schist Lake Northwest Arm,Manitoba,Northern Manitoba,Schist Lake West Arm,Schist Lake West Arm,Schist Lake,Historic,"Schist Lake, West Arm",MB Provincial data from historic records,"Zinc, Copper, Iron",https://www.manitoba.ca/iem/geo/field/roa08pdfs/GS-2.pdf,0,N/A,0,N/A
